,Nombre,Foto,Valor,Posicion,Edad,Club,Escudo,Nacionalidad,Bandera,Partidos_jugados,Goles,Asistencias,Min_gol,Min_jugados,Goles_encajados,Partidos_cero
219,Gianluca Scamacca,https://img.a.transfermarkt.technology/portrait/small/315867-1609841955.jpg?lm=1,30,Delantero centro,23,US Sassuolo,https://tmssl.akamaized.net/images/wappen/verysmall/6574.png?lm=1601389908,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],30,13,1,129,1.681,,
220,Naby Keïta,https://img.a.transfermarkt.technology/portrait/small/302215-1503302375.jpg?lm=1,30,Mediocentro,27,Liverpool FC,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,['Guinea'],['https://tmssl.akamaized.net/images/flagge/verysmall/59.png?lm=1520611569'],25,3,1,437,1.310,,
221,Ousmane Dembélé,https://img.a.transfermarkt.technology/portrait/small/288230-1637951239.jpg?lm=1,30,Extremo derecho,24,FC Barcelona,https://tmssl.akamaized.net/images/wappen/verysmall/131.png?lm=1406739548,"['Francia', 'Mauritania']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/108.png?lm=1520611569']",21,2,9,585,1.169,,
222,Manuel Akanji,https://img.a.transfermarkt.technology/portrait/small/284730-1615389562.jpg?lm=1,30,Defensa central,26,Borussia Dortmund,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,"['Suiza', 'Nigeria']","['https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569']",29,,,,2.425,,
223,Angeliño,https://img.a.transfermarkt.technology/portrait/small/277179-1616422961.jpg?lm=1,30,Interior izquierdo,25,RasenBallsport Leipzig,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],34,2,11,1.403,2.806,,
224,Joan Jordán,https://img.a.transfermarkt.technology/portrait/small/263727-1620305031.jpg?lm=1,30,Mediocentro,27,Sevilla FC,https://tmssl.akamaized.net/images/wappen/verysmall/368.png?lm=1408655455,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],41,1,1,2.687,2.687,,
225,Renato Sanches,https://img.a.transfermarkt.technology/portrait/small/258027-1624266892.jpg?lm=1,30,Mediocentro,24,LOSC Lille Métropole,https://tmssl.akamaized.net/images/wappen/verysmall/1082.png?lm=1529521041,"['Portugal', 'Santo Tomé y Príncipe']","['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/145.png?lm=1520611569']",25,1,5,1.705,1.705,,
226,Ruslan Malinovskyi,https://img.a.transfermarkt.technology/portrait/small/207877-1594708315.jpg?lm=1,30,Mediocentro ofensivo,28,Atalanta de Bérgamo,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,['Ucrania'],['https://tmssl.akamaized.net/images/flagge/verysmall/177.png?lm=1520611569'],33,10,4,204,2.044,,
227,John McGinn,https://img.a.transfermarkt.technology/portrait/small/193116-1551688628.jpg?lm=1,30,Mediocentro,27,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,['Escocia'],['https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569'],27,3,2,791,2.373,,
228,Lucas Ocampos,https://img.a.transfermarkt.technology/portrait/small/189441-1614951740.jpg?lm=1,30,Extremo izquierdo,27,Sevilla FC,https://tmssl.akamaized.net/images/wappen/verysmall/368.png?lm=1408655455,"['Argentina', 'España']","['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569']",34,8,4,332,2.653,,
229,Sébastien Haller,https://img.a.transfermarkt.technology/portrait/small/181375-1533115156.jpg?lm=1,30,Delantero centro,27,Ajax de Ámsterdam,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,"['Costa de Marfil', 'Francia']","['https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569']",35,33,9,89,2.949,,
230,Leander Dendoncker,https://img.a.transfermarkt.technology/portrait/small/168157-1503067511.jpg?lm=1,30,Pivote,26,Wolverhampton Wanderers,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,['Bélgica'],['https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569'],28,2,4,875,1.749,,
231,Kurt Zouma,https://img.a.transfermarkt.technology/portrait/small/157509-1647595996.jpg?lm=1,30,Defensa central,27,West Ham United,https://tmssl.akamaized.net/images/wappen/verysmall/379.png?lm=1464675260,"['Francia', 'República Centroafricana']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/138.png?lm=1520611569']",24,1,,2.177,2.177,,
232,Álvaro Morata,https://img.a.transfermarkt.technology/portrait/small/128223-1644496732.jpg?lm=1,30,Delantero centro,29,Juventus de Turín,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1626441487,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],40,11,7,244,2.681,,
233,Lucas Digne,https://img.a.transfermarkt.technology/portrait/small/126664-1454084052.jpg?lm=1,30,Lateral izquierdo,28,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,['Francia'],['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569'],23,1,1,1.916,1.916,,
234,Ciro Immobile,https://img.a.transfermarkt.technology/portrait/small/105521-1594715918.jpg?lm=1,30,Delantero centro,32,SS Lazio,https://tmssl.akamaized.net/images/wappen/verysmall/398.png?lm=1601537785,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],34,26,4,108,2.816,,
235,Duván Zapata,https://img.a.transfermarkt.technology/portrait/small/73794-1570005057.png?lm=1,30,Delantero centro,30,Atalanta de Bérgamo,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,['Colombia'],['https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569'],23,12,7,140,1.681,,
236,Benoît Badiashile,https://img.a.transfermarkt.technology/portrait/small/463603-1614089499.jpg?lm=1,28,Defensa central,21,AS Mónaco,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1625128180,"['Francia', 'RD del Congo']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569']",25,,1,,1.890,,
237,Dominik Szoboszlai,https://img.a.transfermarkt.technology/portrait/small/451276-1601103547.png?lm=1,28,Extremo izquierdo,21,RasenBallsport Leipzig,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,['Hungría'],['https://tmssl.akamaized.net/images/flagge/verysmall/178.png?lm=1521635893'],32,8,7,203,1.621,,
238,Giacomo Raspadori,https://img.a.transfermarkt.technology/portrait/small/405885-1535016846.jpg?lm=1,28,Delantero centro,22,US Sassuolo,https://tmssl.akamaized.net/images/wappen/verysmall/6574.png?lm=1601389908,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],30,9,5,247,2.223,,
239,Nico Schlotterbeck,https://img.a.transfermarkt.technology/portrait/small/388198-1630067154.jpg?lm=1,28,Defensa central,22,SC Friburgo,https://tmssl.akamaized.net/images/wappen/verysmall/60.png?lm=1517249279,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],29,4,,645,2.578,,
240,Evan Ndicka,https://img.a.transfermarkt.technology/portrait/small/371149-1533115434.jpg?lm=1,28,Defensa central,22,Eintracht Fráncfort,https://tmssl.akamaized.net/images/wappen/verysmall/24.png?lm=1403806187,"['Francia', 'Camerún']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/31.png?lm=1520611569']",33,3,3,980,2.940,,
241,Moise Kean,https://img.a.transfermarkt.technology/portrait/small/364135-1545231665.jpg?lm=1,28,Delantero centro,22,Juventus de Turín,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1626441487,"['Italia', 'Costa de Marfil']","['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569']",34,5,2,228,1.138,,
242,Boubakary Soumaré,https://img.a.transfermarkt.technology/portrait/small/344605-1591172562.jpg?lm=1,28,Pivote,23,Leicester City,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,"['Francia', 'Senegal']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/149.png?lm=1520611569']",29,,1,,1.619,,
243,Sergio Reguilón,https://img.a.transfermarkt.technology/portrait/small/282429-1559807731.png?lm=1,28,Lateral izquierdo,25,Tottenham Hotspur,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],29,2,3,1.061,2.121,,
244,Timothy Castagne,https://img.a.transfermarkt.technology/portrait/small/262226-1594708617.jpg?lm=1,28,Lateral derecho,26,Leicester City,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,['Bélgica'],['https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569'],22,1,,1.783,1.783,,
245,Mario Pasalic,https://img.a.transfermarkt.technology/portrait/small/205938-1630496805.jpg?lm=1,28,Mediocentro,27,Atalanta de Bérgamo,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,['Croacia'],['https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569'],37,10,9,201,2.005,,
246,Adama Traoré,https://img.a.transfermarkt.technology/portrait/small/204103-1570000875.jpg?lm=1,28,Extremo derecho,26,FC Barcelona,https://tmssl.akamaized.net/images/wappen/verysmall/131.png?lm=1406739548,"['España', 'Malí']","['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/105.png?lm=1520611569']",33,1,4,1.714,1.714,,
247,John Stones,https://img.a.transfermarkt.technology/portrait/small/186590-1583400326.jpg?lm=1,28,Defensa central,27,Manchester City,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],20,2,,798,1.596,,
248,Anthony Martial,https://img.a.transfermarkt.technology/portrait/small/182877-1595947846.jpg?lm=1,28,Delantero centro,26,Sevilla FC,https://tmssl.akamaized.net/images/wappen/verysmall/368.png?lm=1408655455,"['Francia', 'Guadalupe']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/251.png?lm=1520611569']",19,2,1,413,825,,
249,Andrea Belotti,https://img.a.transfermarkt.technology/portrait/small/167727-1596180996.jpg?lm=1,28,Delantero centro,28,Torino FC,https://tmssl.akamaized.net/images/wappen/verysmall/416.png?lm=1438548174,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],16,4,1,238,953,,
250,Saúl Ñíguez,https://img.a.transfermarkt.technology/portrait/small/148928-1648555027.jpg?lm=1,28,Mediocentro,27,Chelsea FC,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1628160548,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],23,1,1,1.261,1.261,,
251,Wissam Ben Yedder,https://img.a.transfermarkt.technology/portrait/small/146854-1614089939.jpg?lm=1,28,Delantero centro,31,AS Mónaco,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1625128180,"['Francia', 'Túnez']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/173.png?lm=1520611569']",43,24,6,119,2.845,,
252,Mauro Icardi,https://img.a.transfermarkt.technology/portrait/small/68863-1591599151.jpg?lm=1,28,Delantero centro,29,París Saint-Germain FC,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,"['Argentina', 'Italia']","['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569']",29,5,,261,1.307,,
253,Charles De Ketelaere,https://img.a.transfermarkt.technology/portrait/small/435772-1568023544.jpg?lm=1,27,Mediocentro ofensivo,21,Club Brujas KV,https://tmssl.akamaized.net/images/wappen/verysmall/2282.png?lm=1448474251,['Bélgica'],['https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569'],41,17,9,208,3.537,,
254,Ismaïla Sarr,https://img.a.transfermarkt.technology/portrait/small/410225-1491921148.jpg?lm=1,27,Extremo derecho,24,Watford FC,https://tmssl.akamaized.net/images/wappen/verysmall/1010.png?lm=1468103673,['Senegal'],['https://tmssl.akamaized.net/images/flagge/verysmall/149.png?lm=1520611569'],16,5,1,269,1.346,,
255,Denis Zakaria,https://img.a.transfermarkt.technology/portrait/small/334526-1644234041.jpg?lm=1,27,Pivote,25,Juventus de Turín,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1626441487,"['Suiza', 'RD del Congo']","['https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569']",23,3,1,602,1.807,,
256,Donyell Malen,https://img.a.transfermarkt.technology/portrait/small/326029-1632685847.jpg?lm=1,27,Delantero centro,23,Borussia Dortmund,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,"['Países Bajos', 'Surinam']","['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/161.png?lm=1520611569']",37,8,6,285,2.283,,
257,Xaver Schlager,https://img.a.transfermarkt.technology/portrait/small/223979-1643900107.JPG?lm=1,27,Mediocentro,24,VfL Wolfsburgo,https://tmssl.akamaized.net/images/wappen/verysmall/82.png?lm=1503060755,['Austria'],['https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569'],8,,1,,607,,
258,Matteo Politano,https://img.a.transfermarkt.technology/portrait/small/165895-1596098960.jpg?lm=1,27,Extremo derecho,28,SSC Nápoles,https://tmssl.akamaized.net/images/wappen/verysmall/6195.png?lm=1437135876,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],33,3,7,562,1.687,,
259,João Palhinha,https://img.a.transfermarkt.technology/portrait/small/257455-1602774956.jpg?lm=1,26,Pivote,26,Sporting CP,https://tmssl.akamaized.net/images/wappen/verysmall/336.png?lm=1621513752,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],32,3,,787,2.362,,
260,Gabriel Barbosa,https://img.a.transfermarkt.technology/portrait/small/244275-1623847700.jpg?lm=1,26,Delantero centro,25,Clube de Regatas do Flamengo,https://tmssl.akamaized.net/images/wappen/verysmall/614.png?lm=1551023331,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],11,9,1,107,959,,
261,Joaquín Correa,https://img.a.transfermarkt.technology/portrait/small/227081-1594716192.jpg?lm=1,26,Mediapunta,27,Inter de Milán,https://tmssl.akamaized.net/images/wappen/verysmall/46.png?lm=1618900989,"['Argentina', 'Italia']","['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569']",25,4,1,190,760,,
262,Konrad Laimer,https://img.a.transfermarkt.technology/portrait/small/223967-1532352103.jpg?lm=1,26,Mediocentro,24,RasenBallsport Leipzig,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,['Austria'],['https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569'],30,3,3,495,1.485,,
263,Pedro Porro,https://img.a.transfermarkt.technology/portrait/small/553875-1602774481.jpg?lm=1,25,Lateral derecho,22,Sporting CP,https://tmssl.akamaized.net/images/wappen/verysmall/336.png?lm=1621513752,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],28,4,7,455,1.819,,
264,Bryan Gil,https://img.a.transfermarkt.technology/portrait/small/537382-1616776834.jpg?lm=1,25,Extremo izquierdo,21,Valencia CF,https://tmssl.akamaized.net/images/wappen/verysmall/1049.png?lm=1406966320,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],30,,2,,1.479,,
265,Roger Ibañez,https://img.a.transfermarkt.technology/portrait/small/524481-1611585241.jpg?lm=1,25,Defensa central,23,AS Roma,https://tmssl.akamaized.net/images/wappen/verysmall/12.png?lm=1533302889,"['Brasil', 'Italia']","['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569']",38,4,,772,3.086,,
266,Tino Livramento,https://img.a.transfermarkt.technology/portrait/small/503981-1575974894.jpg?lm=1,25,Lateral derecho,19,Southampton FC,https://tmssl.akamaized.net/images/wappen/verysmall/180.png?lm=1444560086,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],27,1,2,2.214,2.214,,
267,Conor Gallagher,https://img.a.transfermarkt.technology/portrait/small/488362-1566809147.jpg?lm=1,25,Mediocentro,22,Crystal Palace,https://tmssl.akamaized.net/images/wappen/verysmall/873.png?lm=1457723287,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],30,8,5,320,2.563,,
268,Renan Lodi,https://img.a.transfermarkt.technology/portrait/small/476352-1554733508.jpg?lm=1,25,Lateral izquierdo,23,Atlético de Madrid,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],33,4,4,341,1.363,,
269,Emerson Royal,https://img.a.transfermarkt.technology/portrait/small/476344-1553782032.jpg?lm=1,25,Lateral derecho,23,Tottenham Hotspur,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,"['Brasil', 'España']","['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569']",35,,1,,2.139,,
270,Nico González,https://img.a.transfermarkt.technology/portrait/small/466805-1629106819.jpg?lm=1,25,Mediocentro,20,FC Barcelona,https://tmssl.akamaized.net/images/wappen/verysmall/131.png?lm=1406739548,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],36,2,2,887,1.774,,
271,Cody Gakpo,https://img.a.transfermarkt.technology/portrait/small/434675-1613231929.jpg?lm=1,25,Extremo izquierdo,22,PSV Eindhoven,https://tmssl.akamaized.net/images/wappen/verysmall/383.png?lm=1626929299,"['Países Bajos', 'Togo']","['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/168.png?lm=1520611569']",37,16,15,170,2.720,,
272,Aaron Ramsdale,https://img.a.transfermarkt.technology/portrait/small/427568-1485901746.jpg?lm=1,25,Portero,23,Arsenal FC,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],29,,,,2.610,25,15
273,Martín Zubimendi,https://img.a.transfermarkt.technology/portrait/small/423440-1601999671.jpg?lm=1,25,Pivote,23,Real Sociedad,https://tmssl.akamaized.net/images/wappen/verysmall/681.png?lm=1614795530,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],38,2,2,1.258,2.515,,
274,Ezri Konsa,https://img.a.transfermarkt.technology/portrait/small/413403-1538465639.jpg?lm=1,25,Defensa central,24,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,"['Inglaterra', 'RD del Congo']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569']",25,2,,1.042,2.084,,
275,Boubacar Kamara,https://img.a.transfermarkt.technology/portrait/small/394327-1604256413.jpg?lm=1,25,Pivote,22,Olympique de Marsella,https://tmssl.akamaized.net/images/wappen/verysmall/244.png?lm=1485642163,"['Francia', 'Senegal']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/149.png?lm=1520611569']",36,1,,2.786,2.786,,
276,Teun Koopmeiners,https://img.a.transfermarkt.technology/portrait/small/360518-1645797398.jpg?lm=1,25,Pivote,24,Atalanta de Bérgamo,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,['Países Bajos'],['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569'],38,4,4,632,2.527,,
277,Rodrigo Bentancur,https://img.a.transfermarkt.technology/portrait/small/354362-1596001806.jpg?lm=1,25,Mediocentro,24,Tottenham Hotspur,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,['Uruguay'],['https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569'],35,,4,,2.211,,
278,Nordi Mukiele,https://img.a.transfermarkt.technology/portrait/small/348026-1613997894.jpg?lm=1,25,Lateral derecho,24,RasenBallsport Leipzig,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,"['Francia', 'RD del Congo']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569']",29,2,2,959,1.918,,
279,Guido Rodríguez,https://img.a.transfermarkt.technology/portrait/small/342385-1565164757.png?lm=1,25,Pivote,27,Real Betis Balompié,https://tmssl.akamaized.net/images/wappen/verysmall/150.png?lm=1407484550,"['Argentina', 'Italia']","['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569']",38,2,3,1.502,3.003,,
280,Noa Lang,https://img.a.transfermarkt.technology/portrait/small/339332-1642424716.jpg?lm=1,25,Extremo izquierdo,22,Club Brujas KV,https://tmssl.akamaized.net/images/wappen/verysmall/2282.png?lm=1448474251,"['Países Bajos', 'Surinam']","['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/161.png?lm=1520611569']",40,8,13,388,3.106,,
281,Weston McKennie,https://img.a.transfermarkt.technology/portrait/small/332697-1642687384.jpg?lm=1,25,Mediocentro,23,Juventus de Turín,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1626441487,['Estados Unidos'],['https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569'],28,4,,488,1.951,,
282,Takehiro Tomiyasu,https://img.a.transfermarkt.technology/portrait/small/331560-1516724308.jpg?lm=1,25,Lateral derecho,23,Arsenal FC,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,['Japón'],['https://tmssl.akamaized.net/images/flagge/verysmall/77.png?lm=1520611569'],18,,1,,1.485,,
283,Nikola Vlasic,https://img.a.transfermarkt.technology/portrait/small/293200-1647595523.png?lm=1,25,Mediocentro ofensivo,24,West Ham United,https://tmssl.akamaized.net/images/wappen/verysmall/379.png?lm=1464675260,['Croacia'],['https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569'],33,1,3,1.533,1.533,,
284,Saïd Benrahma,https://img.a.transfermarkt.technology/portrait/small/290532-1538466883.jpg?lm=1,25,Extremo izquierdo,26,West Ham United,https://tmssl.akamaized.net/images/wappen/verysmall/379.png?lm=1464675260,"['Argelia', 'Francia']","['https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569']",38,9,6,269,2.421,,
285,Donny van de Beek,https://img.a.transfermarkt.technology/portrait/small/288255-1642174403.jpg?lm=1,25,Mediocentro,24,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,['Países Bajos'],['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569'],20,1,,810,810,,
286,Mario Hermoso,https://img.a.transfermarkt.technology/portrait/small/281769-1548843156.jpg?lm=1,25,Defensa central,26,Atlético de Madrid,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],32,2,1,1.147,2.293,,
287,Viktor Tsygankov,https://img.a.transfermarkt.technology/portrait/small/264372-1612463333.png?lm=1,25,Extremo derecho,24,FC Dinamo de Kiev,https://tmssl.akamaized.net/images/wappen/verysmall/338.png?lm=1442954715,['Ucrania'],['https://tmssl.akamaized.net/images/flagge/verysmall/177.png?lm=1520611569'],25,11,4,187,2.055,,
288,Aleksandr Golovin,https://img.a.transfermarkt.technology/portrait/small/263918-1614091807.jpg?lm=1,25,Mediocentro ofensivo,25,AS Mónaco,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1625128180,['Rusia'],['https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569'],31,3,6,507,1.520,,
289,Davide Calabria,https://img.a.transfermarkt.technology/portrait/small/262523-1595926678.jpg?lm=1,25,Lateral derecho,25,AC Milan,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],25,2,3,961,1.922,,
290,Unai Simón,https://img.a.transfermarkt.technology/portrait/small/262396-1536311605.jpg?lm=1,25,Portero,24,Athletic Club,https://tmssl.akamaized.net/images/wappen/verysmall/621.png?lm=1565768743,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],27,,,,2.430,26,9
291,Amir Rrahmani,https://img.a.transfermarkt.technology/portrait/small/257732-1594641734.jpg?lm=1,25,Defensa central,28,SSC Nápoles,https://tmssl.akamaized.net/images/wappen/verysmall/6195.png?lm=1437135876,"['Kosovo', 'Albania']","['https://tmssl.akamaized.net/images/flagge/verysmall/244.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/3.png?lm=1520611569']",35,3,,993,2.978,,
292,Gianluca Mancini,https://img.a.transfermarkt.technology/portrait/small/256448-1630498373.jpg?lm=1,25,Defensa central,25,AS Roma,https://tmssl.akamaized.net/images/wappen/verysmall/12.png?lm=1533302889,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],35,1,,3.069,3.069,,
293,Iñaki Williams,https://img.a.transfermarkt.technology/portrait/small/255508-1447151736.jpg?lm=1,25,Delantero centro,27,Athletic Club,https://tmssl.akamaized.net/images/wappen/verysmall/621.png?lm=1565768743,"['España', 'Ghana']","['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/54.png?lm=1520611569']",35,7,3,373,2.614,,
